iso2,variable,year,country,value,type
FR,BEG,2017,Frankreich,103.080183440682,Gesamtwirtschaft
FR,BEG,2018,Frankreich,104.637631736513,Gesamtwirtschaft
FR,BEG,2019,Frankreich,104.584730242603,Gesamtwirtschaft
FR,BEG,2020,Frankreich,100.915156071914,Gesamtwirtschaft
FR,BEG,2021,Frankreich,105.928299510959,Gesamtwirtschaft
FR,BEG,2022,Frankreich,111.00563417645,Gesamtwirtschaft
FR,BEG,2023,Frankreich,115.66674033958,Gesamtwirtschaft
FR,BEG,2024,Frankreich,119.136742549767,Gesamtwirtschaft
FR,BEG,2025,Frankreich,121.996024370961,Gesamtwirtschaft
FR,LStK,1995,Frankreich,76.3992878379861,Gesamtwirtschaft
FR,LStK,1996,Frankreich,77.5345049678793,Gesamtwirtschaft
FR,LStK,1997,Frankreich,75.9531491738402,Gesamtwirtschaft
FR,LStK,1998,Frankreich,75.9390022523861,Gesamtwirtschaft
FR,LStK,1999,Frankreich,77.0730025592254,Gesamtwirtschaft
FR,LStK,2000,Frankreich,77.8750592875705,Gesamtwirtschaft
FR,LStK,2001,Frankreich,79.5847229426876,Gesamtwirtschaft
FR,LStK,2002,Frankreich,81.9147863587975,Gesamtwirtschaft
FR,LStK,2003,Frankreich,83.519357704346,Gesamtwirtschaft
FR,LStK,2004,Frankreich,84.0794291990816,Gesamtwirtschaft
FR,LStK,2005,Frankreich,85.6669373939726,Gesamtwirtschaft
FR,LStK,2006,Frankreich,86.9393178378726,Gesamtwirtschaft
FR,LStK,2007,Frankreich,88.1017167531554,Gesamtwirtschaft
FR,LStK,2008,Frankreich,90.4563328024083,Gesamtwirtschaft
FR,LStK,2009,Frankreich,93.4944373837126,Gesamtwirtschaft
FR,LStK,2010,Frankreich,94.2793775404101,Gesamtwirtschaft
FR,LStK,2011,Frankreich,95.1544622419321,Gesamtwirtschaft
FR,LStK,2012,Frankreich,97.4657559131481,Gesamtwirtschaft
FR,LStK,2013,Frankreich,98.8107726887504,Gesamtwirtschaft
FR,LStK,2014,Frankreich,99.654435660086,Gesamtwirtschaft
FR,LStK,2015,Frankreich,100,Gesamtwirtschaft
FR,LStK,2016,Frankreich,100.961668928513,Gesamtwirtschaft
FR,LStK,2017,Frankreich,102.027200483408,Gesamtwirtschaft
FR,LStK,2018,Frankreich,102.912572928585,Gesamtwirtschaft
FR,LStK,2019,Frankreich,102.005940062639,Gesamtwirtschaft
FR,LStK,2020,Frankreich,106.277202681563,Gesamtwirtschaft
FR,LStK,2021,Frankreich,107.105736467528,Gesamtwirtschaft
FR,LStK,2022,Frankreich,112.060809745121,Gesamtwirtschaft
FR,LStK,2023,Frankreich,116.915296829145,Gesamtwirtschaft
FR,LStK,2024,Frankreich,119.838179249873,Gesamtwirtschaft
FR,LStK,2025,Frankreich,121.515913759372,Gesamtwirtschaft
HR,BEG,1995,Kroatien,42.2373115160055,Gesamtwirtschaft
HR,BEG,1996,Kroatien,47.7908345436783,Gesamtwirtschaft
HR,BEG,1997,Kroatien,53.9114282039535,Gesamtwirtschaft
HR,BEG,1998,Kroatien,60.0176485640379,Gesamtwirtschaft
HR,BEG,1999,Kroatien,60.5090444584125,Gesamtwirtschaft
HR,BEG,2000,Kroatien,64.8543852078895,Gesamtwirtschaft
HR,BEG,2001,Kroatien,67.4928415564598,Gesamtwirtschaft
HR,BEG,2002,Kroatien,75.5203099447198,Gesamtwirtschaft
HR,BEG,2003,Kroatien,79.7877723891538,Gesamtwirtschaft
HR,BEG,2004,Kroatien,84.6391770042189,Gesamtwirtschaft
HR,BEG,2005,Kroatien,90.5091828332011,Gesamtwirtschaft
HR,BEG,2006,Kroatien,94.2690625674491,Gesamtwirtschaft
HR,BEG,2007,Kroatien,99.14461786845,Gesamtwirtschaft
HR,BEG,2008,Kroatien,105.178851963712,Gesamtwirtschaft
HR,BEG,2009,Kroatien,103.389305512145,Gesamtwirtschaft
HR,BEG,2010,Kroatien,106.420479404814,Gesamtwirtschaft
HR,BEG,2011,Kroatien,108.168245815493,Gesamtwirtschaft
HR,BEG,2012,Kroatien,106.969690811666,Gesamtwirtschaft
HR,BEG,2013,Kroatien,105.120674280729,Gesamtwirtschaft
HR,BEG,2014,Kroatien,99.0347915039079,Gesamtwirtschaft
HR,BEG,2015,Kroatien,100,Gesamtwirtschaft
HR,BEG,2016,Kroatien,101.414401685859,Gesamtwirtschaft
HR,BEG,2017,Kroatien,102.61077473864,Gesamtwirtschaft
HR,BEG,2018,Kroatien,107.204142601405,Gesamtwirtschaft
HR,BEG,2019,Kroatien,107.64901973822,Gesamtwirtschaft
HR,BEG,2020,Kroatien,107.236916326236,Gesamtwirtschaft
HR,BEG,2021,Kroatien,114.251349519321,Gesamtwirtschaft
HR,BEG,2022,Kroatien,127.195507270087,Gesamtwirtschaft
HR,BEG,2023,Kroatien,142.877335107911,Gesamtwirtschaft
HR,BEG,2024,Kroatien,156.307804608054,Gesamtwirtschaft
HR,BEG,2025,Kroatien,163.654271424633,Gesamtwirtschaft
HR,LStK,1995,Kroatien,63.6427975213953,Gesamtwirtschaft
HR,LStK,1996,Kroatien,67.8397145451734,Gesamtwirtschaft
HR,LStK,1997,Kroatien,72.0992558667461,Gesamtwirtschaft
HR,LStK,1998,Kroatien,78.2649517085166,Gesamtwirtschaft
HR,LStK,1999,Kroatien,79.6257609233254,Gesamtwirtschaft
HR,LStK,2000,Kroatien,82.7375318273075,Gesamtwirtschaft
HR,LStK,2001,Kroatien,82.871474089564,Gesamtwirtschaft
HR,LStK,2002,Kroatien,88.2623313298882,Gesamtwirtschaft
HR,LStK,2003,Kroatien,90.4039360957011,Gesamtwirtschaft
HR,LStK,2004,Kroatien,92.7497654925612,Gesamtwirtschaft
HR,LStK,2005,Kroatien,95.9620088502087,Gesamtwirtschaft
HR,LStK,2006,Kroatien,98.0455369890032,Gesamtwirtschaft
HR,LStK,2007,Kroatien,101.147608943988,Gesamtwirtschaft
HR,LStK,2008,Kroatien,107.330649820775,Gesamtwirtschaft
HR,LStK,2009,Kroatien,112.976896903082,Gesamtwirtschaft
HR,LStK,2010,Kroatien,113.233021478789,Gesamtwirtschaft
HR,LStK,2011,Kroatien,110.607496580413,Gesamtwirtschaft
HR,LStK,2012,Kroatien,107.914347256571,Gesamtwirtschaft
HR,LStK,2013,Kroatien,103.364319609921,Gesamtwirtschaft
HR,LStK,2014,Kroatien,100.296930387231,Gesamtwirtschaft
HR,LStK,2015,Kroatien,100,Gesamtwirtschaft
HR,LStK,2016,Kroatien,98.0806642381539,Gesamtwirtschaft
HR,LStK,2017,Kroatien,98.3590711663985,Gesamtwirtschaft
HR,LStK,2018,Kroatien,102.365937060248,Gesamtwirtschaft
HR,LStK,2019,Kroatien,102.414610800129,Gesamtwirtschaft
HR,LStK,2020,Kroatien,110.194041742596,Gesamtwirtschaft
HR,LStK,2021,Kroatien,105.094752762324,Gesamtwirtschaft
HR,LStK,2022,Kroatien,111.869419841627,Gesamtwirtschaft
HR,LStK,2023,Kroatien,124.148259302841,Gesamtwirtschaft
HR,LStK,2024,Kroatien,134.080120047068,Gesamtwirtschaft
HR,LStK,2025,Kroatien,138.236603768527,Gesamtwirtschaft
HU,BEG,1995,Ungarn,38.6951056775707,Gesamtwirtschaft
HU,BEG,1996,Ungarn,39.8743462584398,Gesamtwirtschaft
HU,BEG,1997,Ungarn,44.544117605679,Gesamtwirtschaft
HU,BEG,1998,Ungarn,45.4830558222681,Gesamtwirtschaft
HU,BEG,1999,Ungarn,46.7735467430816,Gesamtwirtschaft
HU,BEG,2000,Ungarn,52.82814640948,Gesamtwirtschaft
HU,BEG,2001,Ungarn,62.1483613409273,Gesamtwirtschaft
HU,BEG,2002,Ungarn,73.1089588430786,Gesamtwirtschaft
HU,BEG,2003,Ungarn,77.3746505568197,Gesamtwirtschaft
HU,BEG,2004,Ungarn,87.2721042645706,Gesamtwirtschaft
HU,BEG,2005,Ungarn,95.9135303578095,Gesamtwirtschaft
HU,BEG,2006,Ungarn,94.7662498286708,Gesamtwirtschaft
HU,BEG,2007,Ungarn,105.986326637958,Gesamtwirtschaft
HU,BEG,2008,Ungarn,114.074539201384,Gesamtwirtschaft
HU,BEG,2009,Ungarn,98.9274502681158,Gesamtwirtschaft
HU,BEG,2010,Ungarn,101.850860510989,Gesamtwirtschaft
HU,BEG,2011,Ungarn,104.624074677004,Gesamtwirtschaft
HU,BEG,2012,Ungarn,104.067083383712,Gesamtwirtschaft
HU,BEG,2013,Ungarn,101.620740285069,Gesamtwirtschaft
HU,BEG,2014,Ungarn,98.4739692276663,Gesamtwirtschaft
HU,BEG,2015,Ungarn,100,Gesamtwirtschaft
HU,BEG,2016,Ungarn,101.959978321382,Gesamtwirtschaft
HU,BEG,2017,Ungarn,109.87966434182,Gesamtwirtschaft
HU,BEG,2018,Ungarn,113.40308593813,Gesamtwirtschaft
HU,BEG,2019,Ungarn,118.92077499171,Gesamtwirtschaft
HU,BEG,2020,Ungarn,113.543810303887,Gesamtwirtschaft
HU,BEG,2021,Ungarn,120.387939576802,Gesamtwirtschaft
HU,BEG,2022,Ungarn,129.089028053673,Gesamtwirtschaft
HU,BEG,2023,Ungarn,150.793997247946,Gesamtwirtschaft
HU,BEG,2024,Ungarn,168.436894925956,Gesamtwirtschaft
HU,BEG,2025,Ungarn,181.406535835254,Gesamtwirtschaft
HU,LStK,1995,Ungarn,55.8545263595275,Gesamtwirtschaft
HU,LStK,1996,Ungarn,57.3981666777842,Gesamtwirtschaft
HU,LStK,1997,Ungarn,62.7962191023884,Gesamtwirtschaft
HU,LStK,1998,Ungarn,62.2714988465699,Gesamtwirtschaft
HU,LStK,1999,Ungarn,63.3593770459606,Gesamtwirtschaft
HU,LStK,2000,Ungarn,68.9171310365962,Gesamtwirtschaft
HU,LStK,2001,Ungarn,78.0544159095327,Gesamtwirtschaft
HU,LStK,2002,Ungarn,87.5297042734251,Gesamtwirtschaft
HU,LStK,2003,Ungarn,90.7262787524951,Gesamtwirtschaft
HU,LStK,2004,Ungarn,96.4138924253584,Gesamtwirtschaft
HU,LStK,2005,Ungarn,100.864542066122,Gesamtwirtschaft
HU,LStK,2006,Ungarn,96.6541437745471,Gesamtwirtschaft
HU,LStK,2007,Ungarn,107.018459868698,Gesamtwirtschaft
HU,LStK,2008,Ungarn,112.011324663819,Gesamtwirtschaft
HU,LStK,2009,Ungarn,102.028379371073,Gesamtwirtschaft
HU,LStK,2010,Ungarn,103.238957677235,Gesamtwirtschaft
HU,LStK,2011,Ungarn,104.064026022417,Gesamtwirtschaft
HU,LStK,2012,Ungarn,105.781481077225,Gesamtwirtschaft
HU,LStK,2013,Ungarn,102.769456731752,Gesamtwirtschaft
HU,LStK,2014,Ungarn,99.9014576427092,Gesamtwirtschaft
HU,LStK,2015,Ungarn,100,Gesamtwirtschaft
HU,LStK,2016,Ungarn,103.475465748063,Gesamtwirtschaft
HU,LStK,2017,Ungarn,108.999796835917,Gesamtwirtschaft
HU,LStK,2018,Ungarn,109.207020702096,Gesamtwirtschaft
HU,LStK,2019,Ungarn,110.420082719191,Gesamtwirtschaft
HU,LStK,2020,Ungarn,109.018051519672,Gesamtwirtschaft
HU,LStK,2021,Ungarn,109.264230097767,Gesamtwirtschaft
HU,LStK,2022,Ungarn,113.791178653715,Gesamtwirtschaft
HU,LStK,2023,Ungarn,134.352840057717,Gesamtwirtschaft
HU,LStK,2024,Ungarn,146.713301343027,Gesamtwirtschaft
HU,LStK,2025,Ungarn,153.755539807492,Gesamtwirtschaft
IE,BEG,1995,Irland,41.9978068146212,Gesamtwirtschaft
IE,BEG,1996,Irland,45.8037494453829,Gesamtwirtschaft
IE,BEG,1997,Irland,52.7076847900207,Gesamtwirtschaft
IE,BEG,1998,Irland,53.863323825921,Gesamtwirtschaft
IE,BEG,1999,Irland,56.412529488912,Gesamtwirtschaft
IE,BEG,2000,Irland,60.9550155549149,Gesamtwirtschaft
IE,BEG,2001,Irland,65.9805081149887,Gesamtwirtschaft
IE,BEG,2002,Irland,69.3680378144038,Gesamtwirtschaft
IE,BEG,2003,Irland,73.903215908076,Gesamtwirtschaft
IE,BEG,2004,Irland,77.871323294504,Gesamtwirtschaft
IE,BEG,2005,Irland,82.3066311190731,Gesamtwirtschaft
IE,BEG,2006,Irland,85.9511860852535,Gesamtwirtschaft
IE,BEG,2007,Irland,90.9682289752529,Gesamtwirtschaft
IE,BEG,2008,Irland,94.7915522324497,Gesamtwirtschaft
IE,BEG,2009,Irland,94.8731712699466,Gesamtwirtschaft
IE,BEG,2010,Irland,92.6674230546123,Gesamtwirtschaft
IE,BEG,2011,Irland,96.4559802077218,Gesamtwirtschaft
IE,BEG,2012,Irland,97.9064499122139,Gesamtwirtschaft
IE,BEG,2013,Irland,96.7256527008956,Gesamtwirtschaft
IE,BEG,2014,Irland,97.7933474286687,Gesamtwirtschaft
IE,BEG,2015,Irland,100,Gesamtwirtschaft
IE,BEG,2016,Irland,102.431361144822,Gesamtwirtschaft
IE,BEG,2017,Irland,105.286704504126,Gesamtwirtschaft
IE,BEG,2018,Irland,108.271060016336,Gesamtwirtschaft
IE,BEG,2019,Irland,112.62730029611,Gesamtwirtschaft
IE,BEG,2020,Irland,115.854577549819,Gesamtwirtschaft
IE,BEG,2021,Irland,119.157860936984,Gesamtwirtschaft
IE,BEG,2022,Irland,122.120953643718,Gesamtwirtschaft
IE,BEG,2023,Irland,130.408553506925,Gesamtwirtschaft
IE,BEG,2024,Irland,136.14652986123,Gesamtwirtschaft
IE,BEG,2025,Irland,141.728537585541,Gesamtwirtschaft
IE,LStK,1995,Irland,88.563606268331,Gesamtwirtschaft
IE,LStK,1996,Irland,91.5136285110188,Gesamtwirtschaft
IE,LStK,1997,Irland,96.7370163795441,Gesamtwirtschaft
IE,LStK,1998,Irland,94.164404972535,Gesamtwirtschaft
IE,LStK,1999,Irland,95.0867174129213,Gesamtwirtschaft
IE,LStK,2000,Irland,98.0211527310921,Gesamtwirtschaft
IE,LStK,2001,Irland,103.59386525127,Gesamtwirtschaft
IE,LStK,2002,Irland,104.387515405575,Gesamtwirtschaft
IE,LStK,2003,Irland,110.029502352755,Gesamtwirtschaft
IE,LStK,2004,Irland,112.104178827452,Gesamtwirtschaft
IE,LStK,2005,Irland,117.28991108308,Gesamtwirtschaft
IE,LStK,2006,Irland,121.890046216188,Gesamtwirtschaft
IE,LStK,2007,Irland,127.700377848142,Gesamtwirtschaft
IE,LStK,2008,Irland,137.937430483675,Gesamtwirtschaft
IE,LStK,2009,Irland,133.334386951549,Gesamtwirtschaft
IE,LStK,2010,Irland,122.327064837024,Gesamtwirtschaft
IE,LStK,2011,Irland,122.846257248941,Gesamtwirtschaft
IE,LStK,2012,Irland,124.664658283348,Gesamtwirtschaft
IE,LStK,2013,Irland,124.066801415203,Gesamtwirtschaft
IE,LStK,2014,Irland,117.738940459053,Gesamtwirtschaft
IE,LStK,2015,Irland,100,Gesamtwirtschaft
IE,LStK,2016,Irland,105.029414524354,Gesamtwirtschaft
IE,LStK,2017,Irland,101.163483167464,Gesamtwirtschaft
IE,LStK,2018,Irland,99.6452469252938,Gesamtwirtschaft
IE,LStK,2019,Irland,101.782270020653,Gesamtwirtschaft
IE,LStK,2020,Irland,95.2710013362154,Gesamtwirtschaft
IE,LStK,2021,Irland,89.8160910218109,Gesamtwirtschaft
IE,LStK,2022,Irland,90.6122311015553,Gesamtwirtschaft
IE,LStK,2023,Irland,105.96604043975,Gesamtwirtschaft
IE,LStK,2024,Irland,111.052410380858,Gesamtwirtschaft
IE,LStK,2025,Irland,113.273458588475,Gesamtwirtschaft
IT,BEG,1995,Italien,61.6371168835892,Gesamtwirtschaft
IT,BEG,1996,Italien,71.2456635847951,Gesamtwirtschaft
IT,BEG,1997,Italien,75.5070251092975,Gesamtwirtschaft
IT,BEG,1998,Italien,73.9735001926709,Gesamtwirtschaft
IT,BEG,1999,Italien,75.7872669102116,Gesamtwirtschaft
IT,BEG,2000,Italien,77.4013623106493,Gesamtwirtschaft
IT,BEG,2001,Italien,79.8053903214078,Gesamtwirtschaft
IT,BEG,2002,Italien,81.5376585090795,Gesamtwirtschaft
IT,BEG,2003,Italien,83.7458040991757,Gesamtwirtschaft
IT,BEG,2004,Italien,86.6288769186546,Gesamtwirtschaft
IT,BEG,2005,Italien,88.8624509451708,Gesamtwirtschaft
IT,BEG,2006,Italien,90.8289851419723,Gesamtwirtschaft
IT,BEG,2007,Italien,92.8440006551101,Gesamtwirtschaft
IT,BEG,2008,Italien,95.4340400124883,Gesamtwirtschaft
IT,BEG,2009,Italien,95.911870234315,Gesamtwirtschaft
IT,BEG,2010,Italien,98.1516858093784,Gesamtwirtschaft
IT,BEG,2011,Italien,99.1699151091852,Gesamtwirtschaft
IT,BEG,2012,Italien,97.8940509678639,Gesamtwirtschaft
IT,BEG,2013,Italien,98.7061340246549,Gesamtwirtschaft
IT,BEG,2014,Italien,98.9537709250049,Gesamtwirtschaft
IT,BEG,2015,Italien,100,Gesamtwirtschaft
IT,BEG,2016,Italien,100.285586579934,Gesamtwirtschaft
IT,BEG,2017,Italien,100.789242061738,Gesamtwirtschaft
IT,BEG,2018,Italien,102.423809419815,Gesamtwirtschaft
IT,BEG,2019,Italien,103.743988552809,Gesamtwirtschaft
IT,BEG,2020,Italien,99.5689061143276,Gesamtwirtschaft
IT,BEG,2021,Italien,106.329003083786,Gesamtwirtschaft
IT,BEG,2022,Italien,110.294525218232,Gesamtwirtschaft
IT,BEG,2023,Italien,113.700641776369,Gesamtwirtschaft
IT,BEG,2024,Italien,118.021266163871,Gesamtwirtschaft
IT,BEG,2025,Italien,121.443882882623,Gesamtwirtschaft
IT,LStK,1995,Italien,60.6719179107082,Gesamtwirtschaft
IT,LStK,1996,Italien,69.6216563587294,Gesamtwirtschaft
IT,LStK,1997,Italien,72.6458208074809,Gesamtwirtschaft
IT,LStK,1998,Italien,70.6384487355148,Gesamtwirtschaft
IT,LStK,1999,Italien,71.9951596437355,Gesamtwirtschaft
IT,LStK,2000,Italien,72.1917619615535,Gesamtwirtschaft
IT,LStK,2001,Italien,74.361600220963,Gesamtwirtschaft
IT,LStK,2002,Italien,77.1426428272905,Gesamtwirtschaft
IT,LStK,2003,Italien,80.4682959199749,Gesamtwirtschaft
IT,LStK,2004,Italien,82.487151861951,Gesamtwirtschaft
IT,LStK,2005,Italien,84.4022106654079,Gesamtwirtschaft
IT,LStK,2006,Italien,86.4262681119945,Gesamtwirtschaft
IT,LStK,2007,Italien,88.1715575364793,Gesamtwirtschaft
IT,LStK,2008,Italien,91.7727637887493,Gesamtwirtschaft
IT,LStK,2009,Italien,95.7664700986121,Gesamtwirtschaft
IT,LStK,2010,Italien,95.9719942590235,Gesamtwirtschaft
IT,LStK,2011,Italien,96.5328224186605,Gesamtwirtschaft
IT,LStK,2012,Italien,98.1188584291064,Gesamtwirtschaft
IT,LStK,2013,Italien,98.9266601158479,Gesamtwirtschaft
IT,LStK,2014,Italien,99.1819785861116,Gesamtwirtschaft
IT,LStK,2015,Italien,100,Gesamtwirtschaft
IT,LStK,2016,Italien,100.478214691463,Gesamtwirtschaft
IT,LStK,2017,Italien,100.557774946626,Gesamtwirtschaft
IT,LStK,2018,Italien,102.379688512426,Gesamtwirtschaft
IT,LStK,2019,Italien,103.891426380266,Gesamtwirtschaft
IT,LStK,2020,Italien,107.173712353845,Gesamtwirtschaft
IT,LStK,2021,Italien,106.079148826306,Gesamtwirtschaft
IT,LStK,2022,Italien,107.167780455496,Gesamtwirtschaft
IT,LStK,2023,Italien,111.754266096807,Gesamtwirtschaft
IT,LStK,2024,Italien,115.777419676292,Gesamtwirtschaft
IT,LStK,2025,Italien,118.324522909171,Gesamtwirtschaft
JP,BEG,1995,Japan,118.817518232546,Gesamtwirtschaft
JP,BEG,1996,Japan,106.901077139126,Gesamtwirtschaft
JP,BEG,1997,Japan,109.866494757821,Gesamtwirtschaft
JP,BEG,1998,Japan,102.140686536298,Gesamtwirtschaft
JP,BEG,1999,Japan,122.160076795382,Gesamtwirtschaft
JP,BEG,2000,Japan,149.175570020836,Gesamtwirtschaft
JP,BEG,2001,Japan,134.444211610242,Gesamtwirtschaft
JP,BEG,2002,Japan,120.385479717813,Gesamtwirtschaft
JP,BEG,2003,Japan,107.23534790672,Gesamtwirtschaft
JP,BEG,2004,Japan,104.107884768138,Gesamtwirtschaft
JP,BEG,2005,Japan,102.934637420837,Gesamtwirtschaft
JP,BEG,2006,Japan,96.3443739280515,Gesamtwirtschaft
JP,BEG,2007,Japan,86.5755389949589,Gesamtwirtschaft
JP,BEG,2008,Japan,91.2852386553661,Gesamtwirtschaft
JP,BEG,2009,Japan,102.281261709189,Gesamtwirtschaft
JP,BEG,2010,Japan,113.073131552698,Gesamtwirtschaft
JP,BEG,2011,Japan,118.632693523491,Gesamtwirtschaft
JP,BEG,2012,Japan,128.883381413438,Gesamtwirtschaft
JP,BEG,2013,Japan,101.844983940558,Gesamtwirtschaft
JP,BEG,2014,Japan,95.1287486518502,Gesamtwirtschaft
JP,BEG,2015,Japan,100,Gesamtwirtschaft
JP,BEG,2016,Japan,112.966208459686,Gesamtwirtschaft
JP,BEG,2017,Japan,107.699330786341,Gesamtwirtschaft
JP,BEG,2018,Japan,106.137519231981,Gesamtwirtschaft
JP,BEG,2019,Japan,114.376286253929,Gesamtwirtschaft
JP,BEG,2020,Japan,113.570051313725,Gesamtwirtschaft
JP,BEG,2021,Japan,108.649023226444,Gesamtwirtschaft
JP,BEG,2022,Japan,104.226875034053,Gesamtwirtschaft
JP,BEG,2023,Japan,97.6119682432187,Gesamtwirtschaft
JP,BEG,2024,Japan,100.735551227002,Gesamtwirtschaft
JP,BEG,2025,Japan,103.15320445645,Gesamtwirtschaft
JP,LStK,1995,Japan,143.121753648044,Gesamtwirtschaft
JP,LStK,1996,Japan,124.979481650395,Gesamtwirtschaft
JP,LStK,1997,Japan,128.113306686113,Gesamtwirtschaft
JP,LStK,1998,Japan,119.255404172982,Gesamtwirtschaft
JP,LStK,1999,Japan,141.18876104848,Gesamtwirtschaft
JP,LStK,2000,Japan,166.553027458474,Gesamtwirtschaft
JP,LStK,2001,Japan,148.981287085116,Gesamtwirtschaft
JP,LStK,2002,Japan,131.79004066357,Gesamtwirtschaft
JP,LStK,2003,Japan,115.680099174872,Gesamtwirtschaft
JP,LStK,2004,Japan,110.531111725161,Gesamtwirtschaft
JP,LStK,2005,Japan,108.209313989969,Gesamtwirtschaft
JP,LStK,2006,Japan,100.608518113559,Gesamtwirtschaft
JP,LStK,2007,Japan,89.7927227742064,Gesamtwirtschaft
JP,LStK,2008,Japan,95.7039360258938,Gesamtwirtschaft
JP,LStK,2009,Japan,112.395965385749,Gesamtwirtschaft
JP,LStK,2010,Japan,119.207251565342,Gesamtwirtschaft
JP,LStK,2011,Japan,124.645749776874,Gesamtwirtschaft
JP,LStK,2012,Japan,132.645555858791,Gesamtwirtschaft
JP,LStK,2013,Japan,103.177092986248,Gesamtwirtschaft
JP,LStK,2014,Japan,96.4806297509575,Gesamtwirtschaft
JP,LStK,2015,Japan,100,Gesamtwirtschaft
JP,LStK,2016,Japan,113.182023386297,Gesamtwirtschaft
JP,LStK,2017,Japan,107.240711674069,Gesamtwirtschaft
JP,LStK,2018,Japan,106.85457215426,Gesamtwirtschaft
JP,LStK,2019,Japan,116.649297361513,Gesamtwirtschaft
JP,LStK,2020,Japan,120.2219585548,Gesamtwirtschaft
JP,LStK,2021,Japan,112.047347023022,Gesamtwirtschaft
JP,LStK,2022,Japan,106.63159656483,Gesamtwirtschaft
JP,LStK,2023,Japan,98.3345165873093,Gesamtwirtschaft
JP,LStK,2024,Japan,100.891214018579,Gesamtwirtschaft
JP,LStK,2025,Japan,102.505473442877,Gesamtwirtschaft
LT,BEG,1995,Litauen,11.9599182847002,Gesamtwirtschaft
LT,BEG,1996,Litauen,16.3817673431464,Gesamtwirtschaft
LT,BEG,1997,Litauen,22.5558996847959,Gesamtwirtschaft
LT,BEG,1998,Litauen,26.3582392868533,Gesamtwirtschaft
LT,BEG,1999,Litauen,28.4278633509541,Gesamtwirtschaft
LT,BEG,2000,Litauen,32.6684290478047,Gesamtwirtschaft
LT,BEG,2001,Litauen,36.061159166509,Gesamtwirtschaft
LT,BEG,2002,Litauen,39.1903339820182,Gesamtwirtschaft
LT,BEG,2003,Litauen,42.782334940952,Gesamtwirtschaft
LT,BEG,2004,Litauen,47.9422275432361,Gesamtwirtschaft
LT,BEG,2005,Litauen,54.7085973929195,Gesamtwirtschaft
LT,BEG,2006,Litauen,66.0410193571712,Gesamtwirtschaft
LT,BEG,2007,Litauen,75.3180921065135,Gesamtwirtschaft
LT,BEG,2008,Litauen,85.6816167153013,Gesamtwirtschaft
LT,BEG,2009,Litauen,77.6777646843479,Gesamtwirtschaft
LT,BEG,2010,Litauen,77.6007437443559,Gesamtwirtschaft
LT,BEG,2011,Litauen,82.3364725342615,Gesamtwirtschaft
LT,BEG,2012,Litauen,85.7565107736132,Gesamtwirtschaft
LT,BEG,2013,Litauen,90.3692139681882,Gesamtwirtschaft
LT,BEG,2014,Litauen,94.5319772140999,Gesamtwirtschaft
LT,BEG,2015,Litauen,100,Gesamtwirtschaft
LT,BEG,2016,Litauen,106.365539779939,Gesamtwirtschaft
LT,BEG,2017,Litauen,116.499901391577,Gesamtwirtschaft
LT,BEG,2018,Litauen,125.736143541125,Gesamtwirtschaft
LT,BEG,2019,Litauen,138.958830034956,Gesamtwirtschaft
LT,BEG,2020,Litauen,148.173351903247,Gesamtwirtschaft
LT,BEG,2021,Litauen,165.786721058954,Gesamtwirtschaft
LT,BEG,2022,Litauen,184.61851000702,Gesamtwirtschaft
LT,BEG,2023,Litauen,203.533554273041,Gesamtwirtschaft
LT,BEG,2024,Litauen,220.22330572343,Gesamtwirtschaft
LT,BEG,2025,Litauen,235.198490512623,Gesamtwirtschaft
LT,LStK,1995,Litauen,30.5902911020405,Gesamtwirtschaft
LT,LStK,1996,Litauen,40.2167652535533,Gesamtwirtschaft
LT,LStK,1997,Litauen,51.4366732561409,Gesamtwirtschaft
LT,LStK,1998,Litauen,55.4903892021017,Gesamtwirtschaft
LT,LStK,1999,Litauen,59.2052858828098,Gesamtwirtschaft
LT,LStK,2000,Litauen,62.8311203992914,Gesamtwirtschaft
LT,LStK,2001,Litauen,62.6371395710005,Gesamtwirtschaft
LT,LStK,2002,Litauen,66.0724727496593,Gesamtwirtschaft
LT,LStK,2003,Litauen,66.6899715676073,Gesamtwirtschaft
LT,LStK,2004,Litauen,69.365243211982,Gesamtwirtschaft
LT,LStK,2005,Litauen,74.0346590179487,Gesamtwirtschaft
LT,LStK,2006,Litauen,82.9525074547585,Gesamtwirtschaft
LT,LStK,2007,Litauen,86.8975939262579,Gesamtwirtschaft
LT,LStK,2008,Litauen,95.0874786852288,Gesamtwirtschaft
LT,LStK,2009,Litauen,93.4833325037,Gesamtwirtschaft
LT,LStK,2010,Litauen,86.9785346434232,Gesamtwirtschaft
LT,LStK,2011,Litauen,87.5110185210252,Gesamtwirtschaft
LT,LStK,2012,Litauen,89.4302543606725,Gesamtwirtschaft
LT,LStK,2013,Litauen,92.2531395687892,Gesamtwirtschaft
LT,LStK,2014,Litauen,95.1127952791684,Gesamtwirtschaft
LT,LStK,2015,Litauen,100,Gesamtwirtschaft
LT,LStK,2016,Litauen,106.106669479836,Gesamtwirtschaft
LT,LStK,2017,Litauen,110.641168153913,Gesamtwirtschaft
LT,LStK,2018,Litauen,116.404948314216,Gesamtwirtschaft
LT,LStK,2019,Litauen,123.61858607641,Gesamtwirtschaft
LT,LStK,2020,Litauen,129.783077977215,Gesamtwirtschaft
LT,LStK,2021,Litauen,138.230362311848,Gesamtwirtschaft
